photoid,normalizedpublic
4365049740,1
4379921497,1
4371320708,1
4315364225,1
4338422575,0
4334579822,0
4380713888,1
4376009410,0
4361366809,1
4359815642,0
4385880912,1
4381281534,1
4316032387,0
4372076687,1
4376009410,0
4360203903,0
4371605197,1
4368983297,1
4369388893,0
4382190444,0
4363726023,0
4346845364,0
4378629843,1
4372625258,0
4370641176,0
4335446163,0
4362468180,0
4383080935,1
4376316417,1
4347704240,1
4322552582,0
4375143579,0
4379337757,1
4376740709,0
4380325889,1
4379478713,0
4369615346,1
4367275843,1
4379321561,1
4370811423,1
4333090102,0
4379991813,0
4367665471,1
4382790310,0
4323168579,0
4331808437,0
4373958857,1
4348364824,1
4373297815,1
4344397460,0
4353117303,0
4377148806,0
4379683289,1
4357698879,1
4373294529,1
4372853702,0
4320591568,1
4383838890,0
4382350844,1
4379941351,0
4371576798,1
4383644521,1
4377992920,0
4383882688,0
4330493604,0
4366182677,1
4370636381,0
4368287675,1
4330261432,0
4365042974,1
4382790310,0
4379079072,1
4341489238,0
4382016954,0
4371997339,1
4376432617,1
4386360600,1
4353036212,0
4383673547,0
4353157823,0
4365289135,0
4357085555,0
4372362351,1
4381993745,0
4373057299,0
4356907897,1
4355147817,1
4337122047,1
4370493525,0
4319113314,0
4372372995,1
4374904882,0
4385982081,0
4369706780,1
4354556634,1
4337276454,0
4377555608,0
4375053897,0
4335805828,0
4343184371,0
4378874898,1
4368881001,0
4373498717,0
4379663391,1
4348861362,0
4345582641,1
4334451633,1
4383882688,0
4375136264,1
4380027818,0
4313776070,1
4363440226,1
4367204232,1
4326236655,0
4357570606,1
4379928636,1
4381365919,1
4334235989,1
4362922102,1
4345775000,1
4355399815,0
4379591881,1
4375737340,1
4385017335,0
4356493632,1
4365752337,0
4409094980,0
4382452058,1
4329699070,0
4375838856,0
4363726023,0
4377263867,0
4385893542,0
4359404109,1
4385429288,1
4384007489,1
4381276392,0
4379948325,0
4329699070,0
4344730474,1
4383384228,0
4396169779,0
4341745117,0
4379714814,0
4376618959,0
4377360028,0
4374391109,0
4324343254,0
4377581771,1
4373181248,1
4370532124,0
4372816299,0
4316497784,0
4385854714,1
4360066422,1
4375636878,1
4375802488,1
4362409863,1
4363734869,0
4374426940,1
4363947055,0
4454046862,1
4381669264,1
4376806056,1
4374515789,0
4356502349,1
4373011574,1
4374475884,1
4324218742,0
4376893003,0
4329463550,1
4358987101,0
4360450387,1
4362876137,0
4338434416,0
4355986665,0
4385893542,0
4375545108,0
4315463728,0
4385924649,0
4344861535,1
4379970114,0
4347135594,0
4383798603,1
4384099298,0
4374391109,0
4382606732,1
4386089714,1
4410904631,1
4326834759,0
4377199154,1
4340474003,1
4380579313,1
4344054759,1
4382687301,1
4385982081,0
4351018154,0
4323823750,0
4371825226,1
4360186641,1
4344499121,0
4374553197,1
4357539369,1
4376394813,0
4326843551,1
4422154619,0
4382790310,0
4375770582,0
4341151234,1
4339097410,0
4359914243,1
4385778710,0
4373902985,1
4348674631,0
4316792268,0
4346480187,0
4332828704,0
4423367137,0
4379714814,0
4335665930,0
4337415839,0
4316436404,0
4339956614,1
4345420065,0
4396212097,0
4358052502,1
4363444110,0
4372627560,1
4369592090,0
4378393735,0
4379292757,0
4357702103,0
4362961690,0
4317229619,0
4379941351,0
4380687595,0
4378487582,1
4380092495,1
4338799502,0
4385893542,0
4425075972,1
4352552966,1
4364561319,0
4343593328,0
4322063123,0
4355347286,0
4376540417,1
4318448562,1
4407597803,0
4350864861,1
4380446693,1
4321554017,0
4359401419,1
4361219078,0
4364295420,0
4373646658,1
4380188775,1
4346219307,0
4316436404,0
4334775076,1
4362054601,0
4366563861,1
4353884438,1
4378739223,1
4376961976,1
4369440128,1
4385162140,1
4314931704,1
4319820686,0
4379280673,0
4378892957,0
4373500508,0
4371797790,0
4352158481,1
4337003610,1
4316779198,0
4326164927,0
4356656929,1
4375235655,1
4357012556,0
4375096789,1
4398769388,0
4362468180,0
4386019797,1
4356090980,1
4364351014,1
4375605554,1
4351286321,0
4343496916,1
4360597039,1
4365016621,0
4418464121,0
4355347286,0
4322302342,1
4330643076,1
4330511325,1
4377234607,0
4378425731,0
4360219156,0
4364612360,1
4382790310,0
4381167569,0
4385893542,0
4375389083,1
4353685717,0
4369773489,1
4325177973,1
4334440013,0
4362278868,0
4379884303,0
4381855479,0
4350497965,1
4356368872,1
4356987658,1
4373280781,1
4364681647,0
4380626522,0
4362659047,1
4371117732,0
4379946625,1
4372219024,1
4385893542,0
4325000447,0
4321300864,0
4362389527,0
4360680065,0
4366896761,0
4357085555,0
4420696047,1
4368807462,0
4355412552,0
4382377996,0
4319940759,0
4318426107,0
4372882331,0
4379411586,1
4321554017,0
4377857321,1
4368027552,0
4354219152,0
4381302860,1
4347135594,0
4416789219,1
4340231706,0
4315739312,1
4382567679,0
4384035104,1
4317159384,1
4365801259,1
4327226502,1
4344984723,1
4349849481,1
4383783200,0
4316436404,0
4375488108,1
4361353561,0
4350312738,1
4315497520,1
4353117303,0
4351404743,0
4378009155,1
4419315653,1
4357085555,0
4361353561,0
4358223266,1
4383499560,1
4380262465,0
4385595375,1
4365442340,1
4317746296,0
4315057762,1
4349586964,0
4380117730,1
4358987101,0
4380720004,1
4383971544,0
4386994450,0
4371696585,1
4342312783,1
4372886325,1
4353808437,0
4352446850,1
4376063592,1
4384449514,1
4314395389,1
4324290649,1
4367890686,0
4317341193,1
4377697715,1
4381673722,0
4347421494,1
4343063183,0
4379300737,0
4367259227,1
4368032700,1
4344365728,0
4359125836,1
4417117149,0
4322583342,1
4380189445,1
4334031731,0
4376207972,0
4379893847,0
4382060936,0
4378654329,1
4374750152,1
4376139841,1
4328913484,0
4314571271,1
4319803228,0
4346373021,0
4367670782,0
4373017465,1
4314575601,1
4351628697,1
4386898467,0
4353558000,0
4379621037,0
4359728838,0
4376081207,0
4320882383,1
4366765689,0
4378321115,0
4315089978,1
4412955288,1
4320314328,0
4356495456,1
4331808437,0
4326135379,0
4350206535,1
4358987101,0
4374960971,1
4317739826,0
4371607858,1
4381245890,0
4324432749,0
4357400726,0
4379808989,1
4361468700,1
4378251122,1
4376689168,1
4355412552,0
4338661716,0
4379750890,0
4383893206,1
4378622533,1
4379280673,0
4383948696,0
4335557483,0
4369491956,1
4370672765,0
4331016081,0
4384768562,1
4378486877,1
4380492423,1
4382613710,1
4322552582,0
4380192047,0
4330813167,1
4375059888,0
4331311931,1
4316901450,1
4359468220,0
4346173340,1
4361060175,0
4314564731,0
4357085555,0
4318777438,0
4314975077,1
4361778110,0
4385220182,1
4377194003,1
4381245890,0
4375143579,0
4372195237,0
4385060833,1
4334199940,1
4409700791,1
4361344398,1
4378546395,0
4365389689,1
4370256958,1
4372318758,1
4319687242,1
4314160789,0
4358485539,0
4353117303,0
4331808437,0
4382865995,0
4355811435,1
4360573910,1
4374117451,0
4359316089,0
4343750483,1
4351710199,0
4330702818,1
4315200418,1
4377577667,1
4366765340,0
4322297940,1
4380447185,1
4350966227,1
4334585100,1
4358981931,1
4378922840,1
4382479637,0
4338964942,1
4382546470,1
4379893847,0
4379986718,1
4380132192,0
4328472834,1
4376049370,1
4358559462,1
4383274543,0
4365443749,1
4319765747,0
4376578114,1
4362104220,1
4379942321,1
4379865782,1
4318738212,1
4341683332,1
4383030678,0
4361844600,1
4318373496,0
4378003077,1
4385091131,1
4373298954,1
4316260916,0
4317221092,0
4371982529,0
4370488852,1
4364314602,0
4366762931,0
4379100261,0
4329239289,1
4363933699,0
4328732111,1
4356883845,0
4379893847,0
4336163878,0
4313931490,0
4378547159,1
4354756191,1
4379473497,1
4359947952,0
4374039478,1
4375766470,0
4358643171,0
4357085555,0
4376261318,1
4319421254,1
4331821289,1
4364336361,1
4368807462,0
4351267976,0
4331808437,0
4351417126,1
4329210212,1
4373798363,1
4378382932,1
4356883845,0
4376930501,0
4335661655,0
4374445925,1
4372448962,1
4339022662,0
4368807462,0
4317145401,1
4365653662,1
4365699116,0
4385982081,0
4378619676,1
4343918779,0
4363820659,1
4327395278,1
4383274537,1
4380351437,0
4379459769,1
4359089123,1
4356992516,1
4384560573,1
4328285795,1
4375779603,1
4375145686,0
4348242562,1
4374551341,0
4324478084,1
4368833593,0
4316488427,0
4333933670,0
4344739369,1
4376264107,1
4317159989,1
4375838856,0
4372086374,1
4321554017,0
4371137561,1
4378519247,1
4380381003,0
4378234369,0
4331558279,1
4415186349,1
4379005479,1
4376258555,1
4338423265,1
4334578674,1
4339877066,1
4374754022,0
4384716368,1
4317135551,1
4344018189,1
4379941351,0
4319619835,0
4381176008,0
4419231176,0
4381585200,0
4327817843,1
4332636163,1
4383404306,1
4374394513,0
4382522933,0
4423442827,1
4350377416,0
4376927527,1
4344377956,0
4326262515,0
4365043003,1
4378178891,0
4375138102,1
4384768046,0
4352151591,0
4374100101,0
4368258052,1
4373934134,1
4380015021,0
4380913230,1
4353387620,1
4360705550,1
4363577890,1
4323310580,0
4384105682,0
4380203080,1
4369870264,1
4344977827,0
4349195294,0
4379573873,1
4420472108,1
4378813711,1
4374942340,1
4385883328,1
4379893847,0
4378947382,0
4366974421,1
4383488227,0
4368508166,0
4343197581,0
4379278681,1
4350038033,1
4365013113,1
4313920704,1
4372321734,1
4339627448,1
4380043117,0
4362379969,1
4331463978,0
4378817628,1
4422154029,1
4371467562,1
4374134127,0
4383993904,0
4356245389,1
4385358343,1
4315585786,1
4347135594,0
4327397691,1
4349311967,1
4318611445,1
4369262132,0
4372636334,1
4313009553,1
4344600122,0
4357085555,0
4315353486,0
4357713772,1
4381796718,1
4327290016,1
4364314602,0
4365239625,1
4356893809,1
4355150171,0
4383935991,0
4382092605,0
4417613801,1
4381032354,0
4368045856,1
4382790310,0
4361894218,0
4383882688,0
4365941352,1
4369756787,1
4370932677,0
4373108821,1
4361848577,1
4368522425,1
4379863071,1
4371257074,0
4368712432,1
4323185173,1
4383404734,0
4320460012,0
4385982081,0
4350762195,1
4320314328,0
4344357934,0
4383523576,1
4347135594,0
4384248030,0
4332690548,0
4384526532,1
4361796063,0
4316548904,1
4359775997,1
4319541645,0
4375252883,1
4379941351,0
4363951872,1
4323499207,0
4353124276,0
4368809731,1
4328921457,0
4370620179,1
4375781716,0
4380506329,0
4371072272,0
4344971941,1
4374826157,1
4417614095,1
4374245154,0
4325229067,0
4376208597,0
4345349781,1
4365574033,1
4315443863,0
4334463805,0
4380063538,1
4343793474,1
4363288382,1
4360629544,0
4383098378,1
4376966560,1
4379941351,0
4380233642,1
4373441606,0
4378393735,0
4376430792,1
4382556304,1
4363445629,1
4385982081,0
4353117303,0
4316436404,0
4383905236,1
4382676310,1
4377903634,0
4380884659,0
4376009410,0
4358056770,0
4357085555,0
4386253164,0
4375868153,1
4406186543,0
4318670450,0
4377470462,0
4375151983,0
4394788712,1
4376009410,0
4380767400,1
4383882688,0
4361917701,0
4375765495,0
4385729701,0
4382164628,0
4336841205,1
4329066647,0
4354689465,0
4337186530,0
4349277540,1
4376327676,1
4375083973,0
4359642410,0
4380719301,0
4368255450,1
4380532044,0
4372129004,1
4377167810,1
4316260916,0
4375143579,0
4382471434,0
4377059277,1
4328122594,0
4382812742,1
4330696728,1
4350363657,0
4385066096,0
4316436404,0
4375758925,0
4378452015,0
4315467165,1
4357243826,0
4325370031,0
4383992309,0
4327748409,0
4321903496,1
4339273916,0
4379553661,0
4379893847,0
4372226639,1
4409094980,0
4313044789,0
4342286714,0
4380452765,1
4352692499,1
4375105464,0
4342153036,0
4322775332,0
4376591680,0
4329070037,0
4424138016,0
4383882688,0
4378951840,0
4373965220,1
4382150731,0
4360813049,0
4374011467,0
4338661716,0
4381534139,1
4337734327,1
4317035211,1
4346560791,1
4376653277,1
4335244610,1
4374019259,1
4319027912,0
4379958031,1
4419435137,0
4364452594,1
4380097786,0
4374353067,0
4379941351,0
4419383443,0
4361353561,0
4358080216,1
4367235000,1
4379421577,0
4371729006,1
4348626161,0
4379938825,0
4319384238,0
4379893847,0
4348710242,0
4376303008,1
4335135266,1
4339346705,1
4386540258,1
4372731300,1
4338167623,0
4343557361,0
4372374253,1
4328888940,0
4375143579,0
4370508383,0
4321305792,0
4385893542,0
4382963615,1
4383882688,0
4386588094,0
4379703262,1
4376336395,0
4341661487,0
4368036665,1
4373593844,0
4360526222,1
4364790161,0
4381415761,1
4376009410,0
4383860957,0
4382554603,0
4336717361,1
4374452480,1
4347679851,1
4335014781,1
4381002208,1
4343673477,1
4322552582,0
4319297902,1
4404051315,1
4331808437,0
4376319760,1
4369207405,1
4367781264,1
4357016701,0
4415950246,0
4316799419,1
4379893847,0
4371981022,1
4364110471,1
4369789479,0
4316909273,1
4316760045,0
4377058304,1
4369237510,0
4355008041,0
4367892202,1
4371332028,1
4348710242,0
4357302510,1
4376386570,0
4316761351,1
4367252665,1
4367884593,1
4381289333,1
4315139589,0
4379559961,0
4330806988,1
4350870822,0
4333696292,0
4380733015,1
4378683394,1
4357146890,1
4353616413,1
4357313053,1
4381375714,1
4316675616,1
4330493604,0
4328275269,1
4354555313,1
4333453974,0
4383325170,0
4343367592,0
4329961223,0
4373545624,1
4375875205,1
4360267440,1
4361353561,0
4373068325,0
4379018827,1
4360925992,1
4387372982,0
4376693376,0
4339443834,1
4356904042,1
4315076606,0
4338744221,0
4382310402,0
4345854331,0
4379517207,0
4323184758,1
4316752092,1
4376688458,0
4377582459,1
4362285067,1
4339879010,0
4370145754,1
4379133817,0
4317071251,1
4378120635,0
4332939922,0
4365010821,0
4380036391,0
4424366963,0
4379121129,0
4382479518,0
4367259623,0
4373413450,0
4315199660,1
4358037531,1
4338645635,1
4329912841,1
4369590690,1
4333076264,0
4319694095,0
4324343254,0
4355583438,1
4383789184,1
4370838879,0
4373433485,0
4368451799,1
4362389527,0
4385714940,1
4347311665,0
4342091027,1
4381069026,0
4352303910,1
4357091137,0
4316303871,0
4333493320,0
4378395449,1
4323867553,0
4379328462,0
4379376135,0
4370493525,0
4380375760,1
4340766697,0
4371072272,0
4346690357,0
4376860153,0
4341571854,1
4383503887,1
4376685289,1
4379935601,1
4326978498,1
4380448816,0
4382913097,0
4377349649,1
4368968418,0
4381913722,1
4379191297,0
4359662684,1
4380623704,1
4351130341,1
4317191723,1
4367686701,0
4384330824,0
4353298885,0
4381971957,0
4379457321,1
4396220785,1
4366987113,0
4362880973,0
4329227975,1
4318737416,1
4375854687,1
4333845850,0
4362003223,0
4374445108,1
4370926812,1
4356078803,1
4366490691,1
4383271908,0
4370134720,0
4378423960,1
4340298474,0
4368304831,1
4420078030,0
4362389527,0
4340380877,1
4365394625,1
4356740010,1
4327748409,0
4411188435,1
4331949837,1
4375616013,1
4336535925,1
4375360193,1
4378738803,1
4334715610,1
4363844598,0
4381603719,0
4370932145,1
4352065832,0
4371643683,0
4363440873,0
4368174529,1
4377628566,0
4316003949,1
4363726023,0
4360067613,1
4357085555,0
4330823059,1
4379677769,0
4362389527,0
4357032721,0
4371291058,0
4347311665,0
4380393610,0
4363734869,0
4369749202,1
4376306571,1
4374475930,1
4336017120,1
4372742240,1
4316115424,0
4370986831,0
4335943696,1
4382981567,1
4402544485,0
4360816219,1
4352844420,0
4378759082,1
4367752789,0
4365782457,1
4362337196,0
4365526854,1
4346417906,1
4380768481,0
4361646182,0
4366314436,1
4318480323,1
4350567190,0
4383882688,0
4315574507,1
4379704513,1
4314564731,0
4332826428,0
4331808437,0
4356655647,1
4356340752,1
4368041037,0
4331808437,0
4382790310,0
4333084215,0
4383015779,0
4375915376,1
4368649485,0
4379804189,0
4331029245,1
4316665612,0
4373293877,0
4377284959,0
4384993055,0
4379196730,0
4369991955,1
4365622803,0
4336146083,1
4367754040,1
4378945797,1
4381254055,1
4375885666,0
4363599628,0
4353633197,1
4376522199,1
4340535957,1
4357053693,1
4380918696,0
4359836495,0
4379923725,1
4380448341,1
4319027912,0
4380768417,1
4333204011,1
4371701968,0
4331460554,0
4342370387,1
4374309428,0
4355992611,1
4322830913,1
4362953931,0
4374824856,1
4317003827,1
4343730359,0
4369235542,0
4378214071,1
4371994953,1
4384031537,1
4379893847,0
4377765380,1
4316260916,0
4372801347,0
4331230697,1
4344397460,0
4365034358,1
4333696292,0
4380707256,0
4375360434,1
4379280673,0
4351023545,1
4316219071,1
4316436404,0
4343695044,0
4375078343,0
4354531880,0
4379941351,0
4342334206,0
4379550993,0
4377227009,0
4381516311,1
4380102111,1
4315545009,0
4378550799,1
4342756827,0
4350770205,0
4335263088,1
4376350957,0
4376181419,1
4383996957,1
4333821198,1
4368023937,1
4378804986,1
4383940782,0
4314844517,0
4328853410,1
4382790310,0
4371206790,0
4381955590,0
4373455046,0
4369748907,1
4341777162,0
4327030760,1
4383721538,1
4341699551,0
4382790310,0
4363030220,0
4328712431,1
4372240034,1
4353390039,0
4333696292,0
4366671020,0
4322164429,1
4353313263,0
4360161945,1
4382091534,1
4382790310,0
4360974836,0
4361778110,0
4375478653,0
4362094882,1
4359428170,0
4379575969,1
4353117303,0
4417117149,0
4352554844,1
4315846532,1
4379941351,0
4379134053,0
4379280673,0
4344566983,1
4353117303,0
4357297009,1
4360521434,1
4371540791,1
4383122848,1
4351924993,0
4348889979,1
4323506804,0
4345487080,0
4339693628,1
4316301791,0
4361323628,1
4321231138,1
4378744716,0
4360858797,1
4379768060,0
4316351151,1
4316113174,0
4372265156,0
4372243797,1
4382790310,0
4354002666,1
4319776244,0
4362389527,0
4381261748,1
4384556852,0
4322552582,0
4383754819,1
4375046838,0
4374230661,0
4414696883,0
4379280673,0
4374490983,1
4340214634,1
4368807462,0
4355347286,0
4374349851,1
4358600386,0
4319027912,0
4372145710,0
4321797258,1
4381820637,1
4323499923,1
4343165553,1
4378360514,1
4341777653,1
4338661716,0
4383024827,0
4378010311,1
4351448190,0
4321554017,0
4378737359,0
4323349420,1
4379893847,0
4351873553,1
4367084868,0
4338422575,0
4346705296,1
4356296636,0
4417613195,0
4372726743,1
4379893847,0
4360006906,0
4363434125,1
4330493604,0
4331911638,0
4385222508,0
4369627745,0
4350046188,1
4368337462,0
4378815511,1
4363295836,1
4379280673,0
4374245730,0
4375827251,0
4336957547,1
4372677468,0
4332938191,1
4371587027,1
4381785916,1
4334031731,0
4384250879,0
4367516440,1
4377781245,0
4360064276,1
4377352598,1
4361996211,1
4338241264,1
4327116868,0
4380497648,1
4379952056,1
4359296918,0
4376143746,1
4380891161,1
4373500508,0
4353883490,0
4380326243,1
4345359331,1
4373050551,0
4380626506,0
4356736547,1
4379941351,0
4375247274,1
4371960694,1
4411818970,1
4347744016,1
4364314602,0
4380396473,0
4372774712,1
4361159144,0
4395328197,1
4379194667,1
4354839401,0
4383442473,0
4373441606,0
4358485539,0
4312969729,1
4342153036,0
4320666215,0
4343576244,0
4383991196,1
4375567101,0
4316260916,0
4370138557,1
4374425668,1
4355568701,0
4332209895,1
4385982081,0
4376034883,1
4371979357,1
4348849382,0
4344007699,1
4366317340,0
4373329707,0
4318720141,1
4340766697,0
4316436404,0
4376135663,1
4335927366,0
4346372171,1
4347469667,0
4385775155,0
4384993055,0
4426065061,0
4379517207,0
4372807669,0
4351309241,0
4324944663,1
4356649070,1
4372742369,1
4374465289,1
4376207972,0
4362044381,0
4315658644,0
4343918779,0
4321380186,1
4372221952,1
4414459809,1
4342278620,0
4379455002,1
4341566938,1
4338516716,1
4376046998,1
4376728078,0
4353366089,1
4344561034,1
4352528924,0
4358425709,0
4329916888,1
4371602787,1
4327748409,0
4339113538,0
4362257144,1
4316768322,0
4379821293,0
4384248292,1
4373201303,0
4369897099,1
4403218780,0
4339485876,1
4344796204,1
4366908736,0
4380902508,0
4379053670,1
4345526123,1
4378690800,0
4354780229,0
4382421187,1
4371990107,1
4376388872,1
4376912563,1
4355092428,0
4313933130,0
4371719029,1
4361998795,1
4363726023,0
4364086379,0
4349547070,1
4378108384,1
4356499533,0
4378007838,1
4384386949,1
4351114319,1
4372924924,0
4337920875,1
4364593318,0
4384481812,0
4357974827,1
4371333996,1
4353676261,0
4316667432,1
4326751914,1
4326118704,1
4379604800,1
4330552492,1
4423726696,0
4364599789,1
4374716227,1
4351563252,0
4368697517,1
4379455988,0
4380063147,0
4331235274,1
4323490857,1
4340415121,0
4381821020,0
4375641867,1
4347607836,1
4342638412,1
4345972610,0
4385490261,1
4350829271,0
4325450852,1
4331808437,0
4316346529,0
4367278475,1
4331808437,0
4369260203,0
4380374816,1
4384247298,1
4375143579,0
4381241953,1
4382942970,0
4315849241,0
4379814089,0
4345869316,1
4356870022,1
4349342215,0
4356031477,0
4379093490,0
4342339233,1
4379677769,0
4371052187,1
4382812392,1
4381379856,1
4382942970,0
4397239643,1
4317608315,0
4367250254,0
4375501384,1
4342301946,0
4352649917,0
4362920240,1
4318071003,1
4341515642,1
4368939190,0
4379893847,0
4353124276,0
4368145841,0
4381805087,0
4357085555,0
4382790310,0
4380106838,1
4361213838,1
4356506543,1
4379458629,0
4365455659,0
4366908736,0
4364260819,1
4385399977,0
4378748603,0
4328016107,1
4328475634,0
4318546813,0
4339840377,0
4369616336,0
4368039889,1
4383880213,0
4372609301,0
4349703610,0
4318759591,1
4368105210,0
4384432782,1
4352146128,1
4326905636,1
4344623929,0
4385982081,0
4383882688,0
4379182149,1
4385893542,0
4380348299,1
4376202757,0
4379539095,1
4319395556,1
4366888295,1
4340871932,0
4344397460,0
4374563309,1
4342337997,0
4378776219,0
4373849754,0
4379992266,1
4356980961,1
4423865302,1
4421298007,0
4395330451,1
4382106290,0
4321554017,0
4379957059,1
4363140304,1
4346011865,1
4377099514,1
4351681231,1
4373377577,1
4371707483,0
4367794391,1
4377140179,0
4380941864,0
4383881114,1
4347418060,1
4381701976,1
4379077020,1
4379300737,0
4380063783,1
4382522933,0
4366710667,1
4381416742,1
4367466276,0
4382945657,1
4383178510,0
4373500508,0
4406186543,0
4381815728,0
4361056018,1
4379009459,1
4365716462,0
4382789734,0
4364314602,0
4363688792,1
4376369731,0
4318635639,0
4358228764,1
4360881450,0
4336458911,1
4355792019,0
4360284455,0
4338661716,0
4355000763,0
4373849754,0
4316630433,1
4331910508,0
4365010821,0
4375059888,0
4342088276,1
4375593772,1
4362031574,1
4363436288,1
4367782254,1
4380608900,1
4373829013,0
4348393571,1
4368264798,0
4353588415,1
4368756995,0
4316181327,0
4373806370,1
4381821707,1
4373629798,1
4367363150,1
4374931738,0
4376131059,1
4360799856,0
4316260916,0
4380172614,0
4350181504,1
4379544014,0
4368286967,0
4316264710,1
4377500063,1
4315382441,0
4319550611,0
4367222969,0
4375099060,0
4362389527,0
4359210383,1
4319940759,0
4356348027,1
4370062939,0
4343880187,1
4325754264,0
4363727633,0
4380745322,1
4374848447,1
4323669782,0
4338796403,1
4381712979,0
4377305979,0
4339482208,1
4357073013,0
4384852684,0
4330976313,0
4380375628,1
4368661760,0
4361722101,1
4379843248,1
4382209230,0
4366978299,1
4367475558,1
4367250254,0
4376189626,1
4369788925,0
4355304573,0
4377755072,1
4361778110,0
4316947814,0
4365253447,1
4364314602,0
4334600213,1
4385067776,1
4328841298,0
4351746996,1
4379051808,1
4383073847,1
4341550168,0
4326645505,1
4379198474,0
4377411574,0
4332490135,1
4342979504,1
4317454352,0
4363438984,1
4369951301,0
4351702250,0
4379893847,0
4420023374,0
4348721820,0
4378770528,0
4382104160,0
4368941852,1
4379130931,1
4397233421,1
4375408801,0
4374309727,1
4366499991,0
4342407058,0
4314202817,0
4335285754,1
4350955041,0
4360200600,1
4374288595,0
4383882688,0
4317442657,1
4366564407,1
4336839743,0
4378768130,1
4331191740,0
4369390911,0
4384119962,1
4379590063,1
4357251696,0
4377977568,0
4324359141,1
4378231572,1
4379822721,1
4363726023,0
4364314602,0
4373638870,1
4327564929,0
4371585301,1
4319501099,1
4385323060,1
4380443903,1
4379941351,0
4374100101,0
4341156757,0
4334031731,0
4367516246,1
4322552582,0
4384658634,1
4326660933,0
4323506804,0
4369191338,1
4355421745,0
4381280332,1
4343918779,0
4383882688,0
4362389527,0
4346700349,1
4380469225,1
4383921075,1
4362699705,0
4417610871,1
4379887036,0
4325162475,1
4322781766,1
4329349567,1
4338699891,1
4374513871,0
4371762800,0
4374772492,0
4379021668,1
4379941351,0
4373886624,0
4380774402,1
4380198951,1
4332375636,1
4355595417,1
